Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
6.75990675990676,69,Medium,High,No,42,96,Low,Yes,0.2331002331002331,High,Medium,Public,Positive,4,No,High School,Near,Female,70
0.9324009324009324,69,Medium,Low,No,63,93,Low,No,0.4662004662004662,Medium,High,Private,Negative,3,No,High School,Moderate,Female,58
6.293706293706293,68,Medium,Medium,No,63,66,Medium,Yes,0.6993006993006993,High,Medium,Private,Positive,3,No,High School,Far,Male,67
6.293706293706293,97,High,High,Yes,63,66,Low,Yes,0.2331002331002331,Low,Medium,Public,Positive,3,No,High School,Far,Male,73
1.8648018648018647,94,High,Low,No,56,89,High,Yes,0.0,Medium,Medium,Public,Neutral,2,No,High School,Near,Female,66
4.195804195804196,91,High,High,Yes,49,71,High,Yes,0.0,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,70
4.195804195804196,76,High,High,No,42,79,Medium,Yes,0.2331002331002331,Medium,Medium,Private,Positive,2,No,Postgraduate,Far,Female,67
2.797202797202797,80,Low,Low,No,63,71,High,Yes,0.2331002331002331,Low,Low,Private,Positive,3,Yes,High School,Moderate,Female,60
3.4965034965034967,79,High,Medium,No,56,62,Low,Yes,0.2331002331002331,Low,Low,Public,Positive,3,No,College,Near,Male,65
3.0303030303030303,70,Medium,Medium,No,35,59,Medium,Yes,0.0,Medium,High,Private,Positive,2,No,Postgraduate,Near,Female,63
7.226107226107226,80,High,High,Yes,42,57,Low,Yes,0.2331002331002331,Medium,High,Private,Positive,3,No,High School,Near,Female,72
6.0606060606060606,61,Low,Medium,Yes,35,51,High,Yes,0.0,Low,Medium,Private,Neutral,5,No,High School,Moderate,Female,62
6.526806526806527,65,Medium,Medium,Yes,28,64,Medium,Yes,1.3986013986013985,Medium,High,Public,Neutral,3,No,Postgraduate,Near,Male,70
5.594405594405594,95,High,Low,Yes,56,59,Medium,Yes,0.4662004662004662,Low,High,Public,Negative,1,No,College,Moderate,Male,70
3.0303030303030303,90,Medium,Medium,No,35,63,Medium,Yes,0.0,Low,Medium,Public,Neutral,4,No,High School,Moderate,Female,64
3.9627039627039626,77,Medium,Medium,Yes,42,54,Low,Yes,0.6993006993006993,Low,Medium,Public,Neutral,4,No,High School,Moderate,Male,64
5.361305361305361,81,Medium,Low,Yes,49,67,Medium,Yes,0.0,Medium,High,Private,Positive,5,No,High School,Moderate,Female,67
3.0303030303030303,75,Medium,High,Yes,49,76,High,Yes,0.2331002331002331,Medium,High,Public,Negative,1,No,High School,Moderate,Male,64
5.594405594405594,90,Medium,Medium,Yes,42,97,Low,Yes,0.2331002331002331,High,High,Public,Positive,4,No,High School,Near,Male,72
4.428904428904429,91,Medium,Low,No,63,67,Medium,Yes,0.0,Medium,Medium,Private,Negative,3,No,College,Near,Female,66
4.195804195804196,91,Medium,Medium,No,35,52,Medium,Yes,0.4662004662004662,Medium,Medium,Public,Negative,4,No,High School,Moderate,Female,66
5.594405594405594,89,Medium,High,Yes,35,68,Medium,Yes,0.0,Low,High,Public,Positive,2,No,Postgraduate,Near,Female,71
5.361305361305361,68,Low,Low,No,56,91,Medium,Yes,1.1655011655011656,Low,Medium,Public,Negative,5,No,Postgraduate,Near,Female,66
4.195804195804196,74,Medium,Low,Yes,42,67,High,Yes,0.4662004662004662,Low,High,Public,Neutral,2,No,High School,Near,Male,64
6.293706293706293,79,Medium,Low,No,42,65,Low,Yes,0.0,Medium,Medium,Private,Negative,2,No,College,Near,Male,66
3.2634032634032635,73,Medium,Low,Yes,35,96,Low,Yes,0.2331002331002331,Low,Medium,Public,Negative,3,No,High School,Moderate,Female,62
5.594405594405594,90,Medium,Medium,No,56,65,Medium,Yes,0.9324009324009324,Low,Medium,Public,Neutral,4,No,High School,Moderate,Male,70
5.594405594405594,73,Medium,Medium,Yes,49,99,Medium,Yes,0.6993006993006993,Medium,High,Private,Neutral,3,No,High School,Near,Female,69
4.195804195804196,66,High,Medium,No,49,92,Medium,Yes,0.4662004662004662,Low,Medium,Private,Neutral,4,No,High School,Moderate,Male,65
5.128205128205128,76,High,Medium,Yes,42,84,High,Yes,0.4662004662004662,Medium,High,Public,Neutral,3,No,High School,Near,Male,70
2.797202797202797,99,High,High,Yes,42,80,Medium,No,0.0,High,Medium,Public,Positive,3,No,High School,Moderate,Male,70
6.0606060606060606,69,Medium,Medium,Yes,49,61,Medium,Yes,0.2331002331002331,High,High,Public,Positive,2,No,College,Near,Male,67
4.428904428904429,84,Medium,High,Yes,56,87,Low,Yes,0.4662004662004662,Low,High,Public,Positive,3,No,High School,Moderate,Female,69
3.9627039627039626,77,Low,Medium,No,63,67,Low,Yes,0.0,Low,High,Public,Neutral,5,Yes,High School,Near,Female,62
6.0606060606060606,63,Medium,High,Yes,63,74,Medium,Yes,0.2331002331002331,Low,Medium,Private,Positive,4,No,High School,Near,Female,67
3.7296037296037294,80,High,Medium,No,56,55,High,No,0.0,Low,Medium,Public,Positive,6,No,College,Moderate,Male,65
2.797202797202797,88,Medium,Medium,No,56,65,Medium,Yes,0.0,Low,Medium,Public,Positive,4,No,High School,Near,Male,65
2.564102564102564,81,Medium,High,Yes,35,76,Medium,Yes,0.2331002331002331,Low,Medium,Public,Neutral,3,No,Postgraduate,Far,Male,65
5.594405594405594,95,Medium,Low,Yes,42,73,Medium,No,0.6993006993006993,Low,Medium,Public,Positive,2,No,High School,Moderate,Male,69
2.797202797202797,72,Medium,Medium,No,56,67,Low,Yes,0.9324009324009324,Medium,Medium,Public,Neutral,4,No,High School,Near,Male,63
7.226107226107226,63,Low,High,Yes,49,74,Low,Yes,0.6993006993006993,Medium,Medium,Public,Negative,2,No,College,Moderate,Male,66
1.8648018648018647,97,Medium,High,Yes,56,87,Medium,Yes,0.0,Medium,Medium,Public,Positive,2,Yes,High School,Near,Male,67
6.993006993006993,75,Medium,Medium,No,56,73,High,Yes,0.2331002331002331,Medium,Medium,Public,Negative,3,No,College,Near,Male,69
4.895104895104895,83,Medium,Medium,Yes,56,75,High,Yes,0.2331002331002331,Low,High,Public,Neutral,2,No,High School,Far,Male,67
4.428904428904429,92,Medium,Medium,Yes,35,85,Medium,Yes,0.2331002331002331,Medium,High,Private,Neutral,4,No,High School,Near,Male,70
3.9627039627039626,73,High,High,Yes,49,92,Medium,Yes,0.4662004662004662,High,Medium,Private,Negative,2,No,High School,Moderate,Male,67
5.128205128205128,89,High,Medium,No,42,76,Medium,Yes,0.4662004662004662,Low,Medium,Public,Neutral,4,No,High School,Near,Male,70
4.662004662004662,65,High,High,Yes,42,97,Medium,Yes,0.0,Low,Low,Private,Negative,3,No,High School,Moderate,Female,65
6.293706293706293,72,Medium,Low,No,28,68,Medium,No,0.0,Medium,High,Public,Negative,3,Yes,College,Near,Male,63
4.895104895104895,66,Medium,Medium,Yes,49,63,Medium,Yes,0.0,High,Medium,Public,Neutral,3,No,High School,Near,Female,64
4.895104895104895,92,High,Medium,Yes,28,85,Low,Yes,0.2331002331002331,High,Medium,Public,Negative,3,No,High School,Far,Male,69
4.195804195804196,69,Low,Medium,No,56,59,Low,No,0.2331002331002331,Low,Medium,Public,Positive,4,No,High School,Near,Female,60
4.662004662004662,89,Low,Medium,Yes,63,95,Medium,Yes,0.6993006993006993,Low,Medium,Public,Positive,3,No,High School,Moderate,Male,69
5.128205128205128,98,Medium,Low,Yes,56,69,Medium,Yes,0.9324009324009324,High,Medium,Private,Positive,2,No,High School,Near,Female,72
2.331002331002331,81,Medium,Low,Yes,49,85,Low,Yes,0.2331002331002331,Low,Medium,Public,Neutral,2,No,College,Near,Male,63
2.797202797202797,82,Low,Medium,No,63,79,High,Yes,0.0,Low,Medium,Private,Positive,2,No,College,Moderate,Female,63
5.594405594405594,78,High,Low,Yes,49,53,High,Yes,0.0,Medium,Medium,Public,Neutral,4,Yes,High School,Near,Male,66
4.895104895104895,73,Medium,Medium,No,42,85,Medium,Yes,1.3986013986013985,Medium,High,Public,Neutral,5,No,College,Near,Male,70
4.428904428904429,79,Medium,High,Yes,49,90,Medium,Yes,0.2331002331002331,High,Medium,Public,Negative,4,No,College,Far,Female,68
4.662004662004662,84,Medium,Medium,Yes,70,99,Low,Yes,0.4662004662004662,Medium,Medium,Private,Positive,3,No,High School,Moderate,Male,69
5.128205128205128,99,Medium,Medium,Yes,35,71,High,Yes,0.0,Medium,High,Public,Neutral,4,No,College,Near,Female,72
3.9627039627039626,98,Low,High,No,35,75,Low,Yes,0.2331002331002331,Low,Low,Private,Positive,3,Yes,College,Near,Male,67
3.4965034965034967,94,Low,Medium,No,56,94,Low,Yes,0.2331002331002331,High,Medium,Public,Positive,4,No,High School,Moderate,Male,68
4.895104895104895,96,Medium,High,No,49,63,Medium,Yes,0.2331002331002331,Medium,Medium,Private,Negative,2,No,Postgraduate,Far,Female,70
3.2634032634032635,79,High,Medium,Yes,42,59,Medium,Yes,1.1655011655011656,Medium,High,Public,Positive,3,No,Postgraduate,Far,Male,68
5.128205128205128,86,Medium,Medium,Yes,35,57,High,Yes,0.4662004662004662,Medium,Medium,Public,Positive,3,No,College,Moderate,Male,69
2.331002331002331,96,Medium,Medium,No,28,99,Medium,Yes,0.2331002331002331,Medium,Medium,Private,Negative,5,No,College,Near,Female,68
6.0606060606060606,76,Medium,Medium,No,35,64,Low,Yes,0.0,Medium,Medium,Public,Positive,5,No,College,Far,Female,66
5.361305361305361,98,Medium,Medium,No,63,88,High,Yes,0.2331002331002331,Low,Medium,Public,Negative,4,No,Postgraduate,Moderate,Female,72
5.128205128205128,77,Medium,Medium,Yes,49,72,Medium,Yes,0.4662004662004662,Medium,High,Public,Neutral,3,No,High School,Near,Male,67
6.0606060606060606,84,Low,High,No,28,62,Medium,No,0.6993006993006993,High,High,Public,Positive,2,No,High School,Near,Male,70
6.993006993006993,88,High,Medium,Yes,63,96,Medium,Yes,0.2331002331002331,Medium,High,Private,Neutral,3,Yes,High School,Near,Male,73
6.0606060606060606,98,Medium,Low,Yes,63,73,High,Yes,0.2331002331002331,High,Low,Public,Neutral,6,No,Postgraduate,Moderate,Male,73
2.097902097902098,70,Medium,Medium,No,63,78,Low,Yes,0.2331002331002331,Medium,Low,Public,Neutral,2,No,High School,Near,Female,60
2.797202797202797,90,Medium,High,No,42,61,Low,Yes,0.4662004662004662,Medium,High,Public,Neutral,3,No,College,Near,Male,67
3.7296037296037294,81,High,Medium,Yes,49,66,Medium,Yes,0.6993006993006993,High,High,Private,Positive,4,No,High School,Near,Male,69
4.662004662004662,71,Medium,Low,No,49,87,High,Yes,0.2331002331002331,Medium,Medium,Public,Negative,5,No,High School,Near,Male,65
5.361305361305361,91,Low,High,Yes,63,67,Low,Yes,0.4662004662004662,Low,Medium,Public,Neutral,4,No,High School,Near,Female,70
3.7296037296037294,82,High,High,Yes,42,75,Low,Yes,0.6993006993006993,Medium,Medium,Public,Neutral,3,No,College,Moderate,Female,68
4.895104895104895,86,Medium,Low,No,42,56,Medium,Yes,0.2331002331002331,Low,High,Private,Negative,2,No,College,Near,Female,66
3.4965034965034967,73,Low,High,Yes,56,93,Medium,Yes,0.2331002331002331,Low,High,Public,Positive,4,No,College,Far,Male,65
3.7296037296037294,79,Low,Medium,Yes,63,87,Medium,Yes,0.2331002331002331,Low,Medium,Public,Neutral,2,No,College,Moderate,Female,64
2.797202797202797,85,High,High,Yes,49,88,High,Yes,0.2331002331002331,Low,Medium,Public,Neutral,0,No,College,Far,Female,67
3.2634032634032635,76,High,Medium,Yes,56,59,Low,Yes,0.6993006993006993,Medium,Medium,Private,Neutral,5,No,High School,Moderate,Male,65
2.797202797202797,68,High,High,Yes,49,75,Medium,Yes,0.2331002331002331,Medium,Low,Private,Positive,4,No,High School,Near,Male,64
3.2634032634032635,98,High,High,No,49,51,Medium,Yes,0.0,Medium,Low,Public,Positive,1,Yes,High School,Near,Male,67
6.0606060606060606,80,Medium,Low,Yes,42,66,Medium,Yes,0.4662004662004662,High,Medium,Public,Neutral,4,No,Postgraduate,Near,Male,70
3.2634032634032635,89,Medium,Low,Yes,35,67,Low,No,0.6993006993006993,Low,Low,Private,Neutral,3,No,High School,Far,Female,63
8.391608391608392,76,Medium,Medium,No,42,96,Medium,Yes,0.2331002331002331,Low,Medium,Private,Neutral,2,No,College,Near,Male,71
5.361305361305361,74,High,Low,No,42,100,Low,Yes,0.4662004662004662,High,Low,Private,Positive,3,No,High School,Near,Male,68
4.895104895104895,76,Medium,Medium,No,49,81,Medium,Yes,0.0,Medium,High,Private,Positive,2,No,College,Moderate,Female,67
3.4965034965034967,76,High,High,Yes,63,76,Medium,Yes,0.2331002331002331,Medium,High,Public,Neutral,2,No,Postgraduate,Far,Female,67
5.594405594405594,82,Low,Medium,Yes,49,72,Medium,Yes,0.0,Medium,High,Public,Positive,2,No,Postgraduate,Moderate,Female,68
3.9627039627039626,82,High,Medium,No,42,51,Medium,Yes,0.2331002331002331,Low,Medium,Public,Positive,3,No,Postgraduate,Moderate,Male,66
4.895104895104895,80,Medium,Medium,Yes,56,90,Medium,Yes,0.0,Medium,Medium,Public,Negative,4,No,College,Near,Male,68
8.158508158508159,65,High,Medium,Yes,49,84,High,Yes,0.0,Medium,Medium,Public,Positive,2,No,High School,Moderate,Male,70
4.428904428904429,80,Low,Low,No,56,82,Medium,Yes,1.1655011655011656,Low,Low,Public,Positive,3,No,College,Near,Male,67
6.293706293706293,67,Low,Medium,Yes,42,90,Medium,Yes,0.4662004662004662,High,High,Private,Neutral,3,No,High School,Moderate,Male,67
3.7296037296037294,65,Low,High,No,63,96,Low,Yes,0.4662004662004662,Low,Medium,Public,Negative,2,No,High School,Near,Male,62
4.662004662004662,97,Medium,High,No,63,69,Low,Yes,0.0,Low,Low,Public,Negative,3,Yes,High School,Near,Male,67
7.226107226107226,84,Medium,High,No,49,71,Low,Yes,0.9324009324009324,Low,Medium,Public,Negative,4,No,High School,Far,Male,70
3.7296037296037294,86,High,High,No,56,99,Medium,Yes,0.9324009324009324,Low,High,Private,Neutral,4,No,College,Near,Male,72
7.226107226107226,76,Medium,Medium,Yes,63,83,Medium,Yes,0.4662004662004662,High,Medium,Private,Negative,3,No,High School,Moderate,Female,70
5.594405594405594,96,Low,High,No,42,93,Medium,Yes,0.4662004662004662,Low,Medium,Public,Neutral,2,No,High School,Moderate,Female,94
3.9627039627039626,86,Medium,Medium,No,49,61,Medium,No,0.4662004662004662,High,Medium,Public,Positive,3,No,High School,Moderate,Male,66
5.594405594405594,91,Low,Low,Yes,49,66,High,Yes,0.4662004662004662,Low,High,Public,Neutral,3,No,High School,Near,Male,69
6.0606060606060606,75,High,Medium,No,35,70,Low,Yes,0.0,High,Low,Private,Neutral,2,No,Postgraduate,Near,Male,68
5.594405594405594,98,High,Low,No,56,66,High,Yes,0.4662004662004662,Low,Medium,Public,Positive,1,No,High School,Moderate,Male,71
2.564102564102564,93,High,Medium,No,63,94,Medium,Yes,0.9324009324009324,Low,High,Public,Neutral,4,No,High School,Moderate,Male,69
3.7296037296037294,94,Medium,Medium,No,49,76,Low,Yes,0.4662004662004662,Medium,Medium,Public,Neutral,3,Yes,High School,Near,Female,67
4.428904428904429,67,Low,Medium,Yes,56,98,Medium,Yes,0.4662004662004662,Low,Medium,Private,Negative,2,No,Postgraduate,Near,Female,64
4.662004662004662,71,Medium,Medium,Yes,63,66,Medium,Yes,0.2331002331002331,Medium,Low,Private,Negative,5,Yes,College,Near,Female,63
5.594405594405594,71,Medium,High,Yes,42,52,Medium,Yes,0.4662004662004662,Medium,Medium,Private,Neutral,3,No,College,Far,Female,66
4.895104895104895,71,High,Medium,Yes,56,57,Low,No,0.4662004662004662,High,Medium,Public,Positive,1,No,Postgraduate,Near,Female,66
2.797202797202797,94,Low,High,Yes,42,61,Medium,Yes,0.6993006993006993,High,High,Public,Neutral,4,No,College,Near,Male,69
5.128205128205128,61,Low,Low,Yes,42,82,Low,Yes,0.9324009324009324,Medium,Medium,Public,Positive,4,No,High School,Moderate,Female,64
5.594405594405594,63,High,Medium,No,56,59,Low,Yes,0.2331002331002331,Low,Medium,Public,Neutral,3,Yes,High School,Near,Male,62
5.361305361305361,71,Medium,Medium,Yes,49,69,High,Yes,0.6993006993006993,Low,Medium,Public,Positive,5,Yes,High School,Far,Female,66
6.0606060606060606,68,Medium,High,Yes,56,90,Medium,Yes,0.9324009324009324,Low,High,Private,Neutral,3,No,High School,Near,Male,70
5.827505827505828,69,High,Medium,Yes,49,56,Medium,Yes,0.4662004662004662,Low,Medium,Private,Neutral,4,No,High School,Near,Male,67
5.361305361305361,92,Low,Medium,No,56,54,Medium,Yes,0.0,High,Low,Public,Positive,1,No,Postgraduate,Near,Female,68
4.662004662004662,83,High,Low,No,63,77,High,Yes,0.0,Low,Medium,Public,Positive,3,Yes,High School,Near,Male,67
2.331002331002331,60,Medium,Medium,No,63,85,Medium,Yes,0.0,Medium,High,Public,Positive,4,No,Postgraduate,Near,Male,62
5.361305361305361,77,Low,Medium,Yes,56,96,Medium,Yes,0.2331002331002331,High,Medium,Private,Neutral,1,Yes,College,Near,Male,67
4.895104895104895,76,Medium,High,Yes,56,83,Medium,Yes,0.0,Low,Medium,Public,Positive,5,No,High School,Near,Male,68
5.128205128205128,65,Low,Medium,No,49,97,Low,Yes,0.4662004662004662,Medium,High,Private,Neutral,4,No,High School,Moderate,Female,64
2.797202797202797,87,Medium,Low,Yes,49,62,Medium,No,0.4662004662004662,Medium,Medium,Public,Neutral,4,No,High School,Near,Female,64
3.2634032634032635,88,Medium,Medium,No,56,67,Medium,Yes,0.4662004662004662,High,Low,Public,Neutral,3,No,Postgraduate,Far,Male,66
6.0606060606060606,89,Medium,Low,Yes,49,92,Medium,Yes,0.4662004662004662,Low,High,Public,Positive,2,No,Postgraduate,Moderate,Male,72
4.662004662004662,89,Medium,High,Yes,56,91,Medium,Yes,0.4662004662004662,Medium,Medium,Public,Positive,3,No,High School,Near,Female,72
5.594405594405594,60,Medium,High,Yes,63,83,High,Yes,0.4662004662004662,Medium,Low,Public,Positive,3,Yes,High School,Near,Male,66
4.662004662004662,98,Low,Medium,No,49,75,High,Yes,0.9324009324009324,Medium,Medium,Private,Positive,1,No,College,Near,Male,72
4.662004662004662,93,High,Medium,Yes,28,51,Low,Yes,0.2331002331002331,Medium,Medium,Public,Positive,3,No,High School,Near,Male,69
6.0606060606060606,96,High,High,Yes,70,64,Low,Yes,0.4662004662004662,Medium,Medium,Private,Neutral,3,Yes,High School,Near,Female,72
3.9627039627039626,61,Low,Low,Yes,42,58,Medium,Yes,0.2331002331002331,Medium,High,Public,Neutral,4,No,High School,Near,Male,60
4.895104895104895,97,Medium,Medium,Yes,49,53,Medium,Yes,0.0,High,Medium,Public,Neutral,2,No,High School,Moderate,Male,69
3.9627039627039626,92,Medium,High,No,56,89,Medium,Yes,0.0,Low,Low,Public,Positive,3,Yes,High School,Near,Male,68
3.9627039627039626,93,Low,Medium,Yes,63,57,High,Yes,0.6993006993006993,Low,High,Private,Neutral,2,No,College,Near,Male,69
4.195804195804196,64,Medium,Low,Yes,70,68,Low,Yes,0.2331002331002331,Low,Medium,Public,Positive,5,No,High School,Near,Male,62
4.895104895104895,90,Medium,Medium,Yes,42,99,Low,Yes,0.4662004662004662,Low,High,Public,Positive,2,No,High School,Moderate,Male,71
3.9627039627039626,98,Medium,High,Yes,63,70,Low,Yes,0.2331002331002331,High,Medium,Private,Negative,2,No,High School,Near,Male,70
6.526806526806527,87,Low,Low,Yes,49,57,Medium,Yes,0.4662004662004662,Medium,High,Private,Negative,4,No,High School,Moderate,Male,68
3.4965034965034967,83,High,Medium,Yes,70,84,Medium,Yes,0.2331002331002331,High,High,Public,Negative,2,No,College,Near,Male,68
4.428904428904429,98,Medium,High,No,63,90,Low,No,0.2331002331002331,High,Medium,Private,Positive,2,No,College,Far,Female,70
3.9627039627039626,78,Medium,High,No,49,64,Medium,Yes,0.0,Low,Medium,Private,Neutral,3,No,High School,Near,Female,65
6.75990675990676,84,High,Medium,Yes,42,90,Medium,Yes,0.0,Medium,High,Public,Positive,3,No,Postgraduate,Far,Male,73
4.895104895104895,79,High,Medium,No,28,64,Low,Yes,0.0,Low,High,Public,Negative,4,No,College,Moderate,Male,66
6.0606060606060606,97,Medium,Medium,No,56,85,Low,No,0.4662004662004662,High,Low,Public,Neutral,3,No,High School,Near,Male,71
2.564102564102564,63,High,Medium,Yes,63,56,High,Yes,0.4662004662004662,Medium,Medium,Public,Neutral,3,No,High School,Near,Female,62
5.128205128205128,80,Medium,Medium,Yes,56,71,High,Yes,0.4662004662004662,Low,Medium,Private,Positive,3,No,High School,Near,Female,68
5.827505827505828,87,Medium,High,No,28,76,Low,Yes,0.2331002331002331,Low,High,Public,Positive,4,No,College,Far,Male,70
4.662004662004662,92,Medium,Low,No,35,86,Low,Yes,0.0,Medium,Medium,Public,Neutral,2,No,Postgraduate,Moderate,Female,68
6.0606060606060606,83,High,Low,Yes,56,83,Medium,Yes,0.4662004662004662,Low,High,Public,Neutral,2,No,College,Near,Female,71
3.9627039627039626,96,Medium,Medium,Yes,70,93,Medium,Yes,0.4662004662004662,Medium,Low,Public,Negative,4,No,High School,Near,Female,70
6.526806526806527,98,Medium,Medium,Yes,49,59,Medium,Yes,0.2331002331002331,Low,Medium,Public,Positive,3,No,High School,Near,Male,72
7.925407925407925,63,Medium,High,Yes,63,83,Medium,Yes,0.4662004662004662,Medium,High,Public,Negative,2,No,College,Moderate,Male,69
4.195804195804196,76,Medium,High,No,35,56,Medium,Yes,0.2331002331002331,Low,Low,Public,Negative,2,No,College,Moderate,Male,63
3.9627039627039626,61,Medium,Medium,No,49,74,High,Yes,0.0,Medium,Medium,Public,Neutral,2,No,Postgraduate,Near,Female,62
6.75990675990676,73,Medium,Medium,No,49,76,Medium,Yes,0.4662004662004662,Low,High,Private,Neutral,3,No,High School,Near,Female,68
6.75990675990676,81,Low,Medium,Yes,63,51,Low,Yes,0.4662004662004662,Medium,Medium,Public,Positive,5,No,Postgraduate,Near,Male,70
3.9627039627039626,96,Medium,Medium,Yes,42,54,Medium,Yes,0.2331002331002331,Medium,Medium,Private,Positive,4,No,High School,Near,Male,69
3.9627039627039626,94,Medium,Medium,No,70,92,Low,Yes,0.4662004662004662,Low,Medium,Private,Negative,2,No,High School,Near,Male,68
4.195804195804196,65,High,Medium,Yes,49,64,Medium,Yes,0.4662004662004662,High,Medium,Public,Positive,1,No,High School,Near,Male,65
2.797202797202797,64,Medium,Low,No,35,67,Medium,Yes,0.6993006993006993,Low,Medium,Private,Positive,2,Yes,High School,Near,Male,59
3.2634032634032635,84,Medium,Medium,No,35,82,Medium,Yes,0.6993006993006993,Low,Medium,Public,Positive,3,No,College,Far,Male,66
3.2634032634032635,81,High,Medium,No,42,61,Low,Yes,0.0,Low,Medium,Public,Positive,4,No,High School,Moderate,Male,64
3.4965034965034967,71,Low,Medium,No,56,60,High,No,1.1655011655011656,Low,High,Public,Positive,4,No,High School,Far,Female,63
4.662004662004662,96,Medium,Medium,No,42,71,Medium,Yes,1.1655011655011656,Low,High,Public,Neutral,3,No,College,Near,Male,72
4.895104895104895,97,Medium,High,Yes,42,53,Low,Yes,0.0,Low,Medium,Public,Negative,3,Yes,High School,Moderate,Male,67
6.75990675990676,76,Medium,Medium,No,56,96,Low,Yes,0.4662004662004662,Low,Medium,Public,Positive,2,No,Postgraduate,Moderate,Male,94
3.2634032634032635,96,Medium,High,Yes,28,97,Low,Yes,0.4662004662004662,Medium,Medium,Public,Negative,3,No,High School,Near,Female,70
6.0606060606060606,75,Low,Medium,No,42,72,Medium,Yes,0.0,Low,High,Public,Neutral,3,No,High School,Near,Male,66
4.428904428904429,89,Low,Medium,Yes,35,60,Low,Yes,0.9324009324009324,Medium,Medium,Public,Positive,2,No,Postgraduate,Moderate,Female,69
4.662004662004662,79,Medium,Low,Yes,42,74,Low,Yes,0.4662004662004662,Low,Medium,Public,Positive,2,No,High School,Far,Male,64
5.594405594405594,65,Medium,Medium,No,49,55,Low,Yes,0.2331002331002331,Low,High,Private,Positive,3,Yes,High School,Near,Female,63
3.0303030303030303,97,High,High,No,49,70,Medium,Yes,0.2331002331002331,Low,High,Public,Neutral,4,No,Postgraduate,Near,Female,71
5.128205128205128,78,High,Medium,No,49,54,Medium,Yes,0.2331002331002331,Medium,Medium,Public,Negative,3,Yes,High School,Moderate,Male,65
4.895104895104895,89,Low,Medium,Yes,63,85,Low,Yes,0.2331002331002331,Medium,Medium,Public,Negative,5,No,College,Far,Female,68
5.361305361305361,75,Medium,Medium,No,49,64,High,Yes,0.2331002331002331,Low,Medium,Public,Negative,3,Yes,High School,Moderate,Male,64
5.128205128205128,61,Low,Low,Yes,70,76,High,Yes,0.2331002331002331,High,High,Public,Positive,2,No,College,Near,Male,64
8.158508158508159,64,Medium,Medium,Yes,56,51,Medium,Yes,0.4662004662004662,Medium,Medium,Public,Negative,5,Yes,High School,Near,Male,66
3.7296037296037294,80,High,Medium,No,42,76,Medium,Yes,0.2331002331002331,Medium,High,Public,Positive,4,No,College,Near,Male,68
3.9627039627039626,88,Medium,Medium,No,70,50,Medium,Yes,0.6993006993006993,Low,High,Public,Neutral,5,No,College,Moderate,Female,67
3.7296037296037294,73,Low,High,Yes,49,96,Medium,Yes,0.2331002331002331,Medium,Medium,Private,Positive,3,No,High School,Moderate,Female,66
3.9627039627039626,88,Medium,Medium,Yes,70,75,Medium,Yes,0.4662004662004662,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,68
3.7296037296037294,88,Low,Medium,No,49,55,Medium,Yes,0.6993006993006993,Low,Low,Public,Neutral,3,No,Postgraduate,Near,Male,66
6.293706293706293,88,Medium,Medium,No,49,67,Medium,Yes,0.6993006993006993,High,Medium,Public,Neutral,4,No,College,Far,Male,71
6.75990675990676,80,Medium,High,Yes,56,52,Medium,Yes,0.9324009324009324,Low,Medium,Public,Positive,4,No,High School,Moderate,Female,71
3.9627039627039626,97,Medium,High,No,49,77,Medium,Yes,0.0,Low,Medium,Private,Negative,4,No,College,Far,Male,68
3.4965034965034967,80,High,Low,No,63,56,High,Yes,0.6993006993006993,Medium,Medium,Public,Neutral,3,Yes,High School,Near,Female,64
5.361305361305361,78,Medium,Medium,Yes,70,74,Low,Yes,0.6993006993006993,Medium,Medium,Public,Negative,4,No,High School,Moderate,Male,67
3.9627039627039626,68,High,Medium,Yes,28,65,High,Yes,0.0,Medium,Medium,Private,Positive,2,No,High School,Moderate,Male,64
5.594405594405594,72,High,Low,Yes,56,88,High,Yes,0.6993006993006993,Low,Medium,Public,Positive,2,No,High School,Near,Female,68
4.895104895104895,62,Medium,Low,No,42,74,High,Yes,0.0,Low,High,Private,Positive,3,Yes,Postgraduate,Far,Male,62
2.564102564102564,85,Medium,Low,Yes,28,92,Low,Yes,0.0,Medium,High,Public,Neutral,1,No,College,Near,Male,64
6.75990675990676,70,Low,High,No,56,97,Low,Yes,0.6993006993006993,Low,High,Public,Positive,3,No,Postgraduate,Moderate,Male,70
7.226107226107226,72,Medium,Medium,No,56,98,High,Yes,0.0,Low,Medium,Public,Neutral,4,No,College,Far,Male,68
3.7296037296037294,91,Medium,Medium,No,56,63,High,Yes,0.4662004662004662,Medium,High,Public,Neutral,3,No,College,Near,Female,69
4.195804195804196,73,Low,Medium,Yes,56,88,Low,Yes,0.6993006993006993,Low,Medium,Public,Positive,4,No,College,Moderate,Male,65
5.128205128205128,70,Medium,High,Yes,56,72,Medium,Yes,0.4662004662004662,High,Medium,Public,Neutral,3,No,High School,Near,Male,67
